     locus	chr	    pos	    FLOD
    C13M11	 13	 16.700	 -10.913
    C13M12	 13	 18.370	 -14.709
    C13M13	 13	 20.040	 -14.367
    C13M14	 13	 21.710	 -11.289
    C13M15	 13	 23.380	  -5.180
    C13M16	 13	 25.050	 -11.676
    C13M17	 13	 26.720	 -15.104
    C13M18	 13	 28.390	 -13.021
    C13M19	 13	 30.060	 -10.161
    C13M20	 13	 31.730	 -11.161
    C13M21	 13	 33.400	  -4.466
    C13M22	 13	 35.070	  -8.211
    C13M23	 13	 36.740	  -8.922
    C13M24	 13	 38.410	  -8.868
    C13M25	 13	 40.080	 -14.051
    C13M26	 13	 41.750	 -11.851
    C13M27	 13	 43.420	 -16.248
    C13M28	 13	 45.090	 -12.891
    C13M29	 13	 46.760	  -8.478
    C13M30	 13	 48.430	 -12.197
    C13M31	 13	 50.100	 -13.182
    C13M32	 13	 51.770	 -13.027
    C13M33	 13	 53.440	 -10.074
    C13M34	 13	 55.110	  -9.893
    C13M35	 13	 56.780	  -3.152
    C13M36	 13	 58.450	  -7.626
    C13M37	 13	 60.120	  -9.828
    C13M38	 13	 61.790	  -8.311
    C13M39	 13	 63.460	 -11.539
    C13M40	 13	 65.130	 -10.552
    C13M41	 13	 66.800	  -8.007
    C13M42	 13	 68.470	  -9.354
    C13M43	 13	 70.140	  -6.930
    C13M44	 13	 71.810	  -4.373
    C13M45	 13	 73.480	  -6.440
    C13M46	 13	 75.150	  -9.500
    C13M47	 13	 76.820	  -6.181
    C13M48	 13	 78.490	 -10.167
    C13M49	 13	 80.160	  -7.849
    C13M50	 13	 81.830	  -7.410
    C13M51	 13	 83.500	  -9.552
    C13M52	 13	 85.170	  -3.251
    C13M53	 13	 86.840	  -9.899
    C13M54	 13	 88.510	  -9.932
    C13M55	 13	 90.180	  -3.809
    C13M56	 13	 91.850	  -7.665
    C13M57	 13	 93.520	 -10.521
    C13M58	 13	 95.190	 -10.762
    C13M59	 13	 96.860	  -8.497
    C13M60	 13	 98.530	 -10.331
    C13M61	 13	100.200	  -6.476
     C14M1	 14	  0.000	  -7.316
     C14M2	 14	  1.670	  -8.433
     C14M3	 14	  3.340	  -9.204
     C14M4	 14	  5.010	 -12.809
     C14M5	 14	  6.680	 -17.096
     C14M6	 14	  8.350	  -9.891
     C14M7	 14	 10.020	 -15.278
     C14M8	 14	 11.690	 -11.436
     C14M9	 14	 13.360	 -12.960
    C14M10	 14	 15.030	 -15.834
    C14M11	 14	 16.700	 -12.742
    C14M12	 14	 18.370	 -11.768
    C14M13	 14	 20.040	 -12.157
    C14M14	 14	 21.710	  -9.349
    C14M15	 14	 23.380	 -10.870
    C14M16	 14	 25.050	  -8.146
    C14M17	 14	 26.720	  -4.998
    C14M18	 14	 28.390	  -2.463
    C14M19	 14	 30.060	  -9.884
    C14M20	 14	 31.730	 -11.395
    C14M21	 14	 33.400	 -11.419
    C14M22	 14	 35.070	  -9.809
    C14M23	 14	 36.740	 -11.893
    C14M24	 14	 38.410	 -11.617
    C14M25	 14	 40.080	 -10.138
    C14M26	 14	 41.750	 -11.642
    C14M27	 14	 43.420	  -9.602
    C14M28	 14	 45.090	 -10.157
    C14M29	 14	 46.760	 -14.692
    C14M30	 14	 48.430	 -12.272
    C14M31	 14	 50.100	 -12.295
    C14M32	 14	 51.770	 -14.609
    C14M33	 14	 53.440	  -8.715
    C14M34	 14	 55.110	 -13.643
    C14M35	 14	 56.780	  -7.607
    C14M36	 14	 58.450	  -8.893
    C14M37	 14	 60.120	  -8.871
    C14M38	 14	 61.790	  -4.895
    C14M39	 14	 63.460	 -10.873
    C14M40	 14	 65.130	  -9.804
    C14M41	 14	 66.800	 -11.904
    C14M42	 14	 68.470	 -11.488
    C14M43	 14	 70.140	  -4.540
    C14M44	 14	 71.810	  -8.826
    C14M45	 14	 73.480	 -10.845
    C14M46	 14	 75.150	  -9.131
    C14M47	 14	 76.820	  -7.012
    C14M48	 14	 78.490	  -9.569
    C14M49	 14	 80.160	 -11.225
    C14M50	 14	 81.830	  -9.052
    C14M51	 14	 83.500	  -9.136
    C14M52	 14	 85.170	  -6.127
    C14M53	 14	 86.840	  -8.132
    C14M54	 14	 88.510	 -10.508
    C14M55	 14	 90.180	  -8.295
    C14M56	 14	 91.850	 -10.015
    C14M57	 14	 93.520	  -8.765
    C14M58	 14	 95.190	  -7.791
    C14M59	 14	 96.860	  -5.610
    C14M60	 14	 98.530	  -7.998
    C14M61	 14	100.200	 -11.743
     C15M1	 15	  0.000	 -10.675
     C15M2	 15	  1.670	 -10.100
     C15M3	 15	  3.340	 -15.298
     C15M4	 15	  5.010	 -13.077
     C15M5	 15	  6.680	  -6.871
     C15M6	 15	  8.350	 -15.133
     C15M7	 15	 10.020	 -14.246
     C15M8	 15	 11.690	 -10.985
     C15M9	 15	 13.360	 -15.437
    C15M10	 15	 15.030	 -13.209
    C15M11	 15	 16.700	 -10.494
    C15M12	 15	 18.370	  -8.846
    C15M13	 15	 20.040	 -15.559
    C15M14	 15	 21.710	 -15.613
    C15M15	 15	 23.380	 -10.972
    C15M16	 15	 25.050	  -8.371
    C15M17	 15	 26.720	 -12.909
    C15M18	 15	 28.390	 -12.938
    C15M19	 15	 30.060	 -11.155
    C15M20	 15	 31.730	 -15.324
    C15M21	 15	 33.400	 -15.557
    C15M22	 15	 35.070	 -12.046
    C15M23	 15	 36.740	 -11.449
    C15M24	 15	 38.410	 -11.044
    C15M25	 15	 40.080	  -8.738
    C15M26	 15	 41.750	  -9.956
    C15M27	 15	 43.420	  -7.485
    C15M28	 15	 45.090	  -4.657
    C15M29	 15	 46.760	  -4.688
    C15M30	 15	 48.430	  -7.746
    C15M31	 15	 50.100	  -9.400
    C15M32	 15	 51.770	  -9.231
    C15M33	 15	 53.440	  -8.966
    C15M34	 15	 55.110	  -6.594
    C15M35	 15	 56.780	  -7.023
    C15M36	 15	 58.450	  -4.501
    C15M37	 15	 60.120	  -5.395
    C15M38	 15	 61.790	 -12.213
    C15M39	 15	 63.460	  -9.689
    C15M40	 15	 65.130	 -11.122
    C15M41	 15	 66.800	 -11.708
    C15M42	 15	 68.470	 -11.018
    C15M43	 15	 70.140	 -12.784
    C15M44	 15	 71.810	 -15.182
    C15M45	 15	 73.480	 -10.384
    C15M46	 15	 75.150	 -10.034
    C15M47	 15	 76.820	 -11.938
    C15M48	 15	 78.490	  -8.042
    C15M49	 15	 80.160	 -14.609
    C15M50	 15	 81.830	 -13.559
    C15M51	 15	 83.500	 -14.111
    C15M52	 15	 85.170	 -15.877
    C15M53	 15	 86.840	 -16.394
    C15M54	 15	 88.510	 -15.145
    C15M55	 15	 90.180	  -8.981
    C15M56	 15	 91.850	  -8.043
    C15M57	 15	 93.520	  -4.754
    C15M58	 15	 95.190	  -4.318
    C15M59	 15	 96.860	  -8.175
    C15M60	 15	 98.530	  -3.175
    C15M61	 15	100.200	  -0.033
     C16M1	 16	  0.000	  -8.442
     C16M2	 16	  1.670	  -4.747
     C16M3	 16	  3.340	  -4.801
     C16M4	 16	  5.010	  -9.477
     C16M5	 16	  6.680	  -6.889
     C16M6	 16	  8.350	 -11.431
     C16M7	 16	 10.020	 -12.002
     C16M8	 16	 11.690	  -6.068
     C16M9	 16	 13.360	 -11.011
    C16M10	 16	 15.030	 -10.319
    C16M11	 16	 16.700	  -6.172
    C16M12	 16	 18.370	  -8.109
    C16M13	 16	 20.040	 -10.106
    C16M14	 16	 21.710	  -5.286
    C16M15	 16	 23.380	  -5.279
    C16M16	 16	 25.050	  -6.895
    C16M17	 16	 26.720	  -4.719
    C16M18	 16	 28.390	  -6.938
    C16M19	 16	 30.060	  -4.304
    C16M20	 16	 31.730	  -3.460
    C16M21	 16	 33.400	  -6.250
    C16M22	 16	 35.070	  -4.853
    C16M23	 16	 36.740	  -5.892
    C16M24	 16	 38.410	  -3.788
    C16M25	 16	 40.080	  -7.007
    C16M26	 16	 41.750	  -8.208
    C16M27	 16	 43.420	  -8.256
    C16M28	 16	 45.090	  -8.723
    C16M29	 16	 46.760	  -9.667
    C16M30	 16	 48.430	  -3.422
    C16M31	 16	 50.100	  -3.487
    C16M32	 16	 51.770	  -3.891
    C16M33	 16	 53.440	  -9.527
    C16M34	 16	 55.110	  -8.779
    C16M35	 16	 56.780	 -13.021
    C16M36	 16	 58.450	  -8.890
    C16M37	 16	 60.120	 -10.637
    C16M38	 16	 61.790	 -13.249
    C16M39	 16	 63.460	 -10.526
    C16M40	 16	 65.130	  -5.537
    C16M41	 16	 66.800	  -7.288
    C16M42	 16	 68.470	  -6.891
    C16M43	 16	 70.140	  -2.694
    C16M44	 16	 71.810	  -7.985
    C16M45	 16	 73.480	 -12.245
    C16M46	 16	 75.150	  -2.914
    C16M47	 16	 76.820	  -3.073
    C16M48	 16	 78.490	 -11.978
    C16M49	 16	 80.160	  -8.389
    C16M50	 16	 81.830	  -9.475
    C16M51	 16	 83.500	 -11.622
    C16M52	 16	 85.170	 -10.612
    C16M53	 16	 86.840	  -6.083
    C16M54	 16	 88.510	  -5.895
    C16M55	 16	 90.180	  -7.423
    C16M56	 16	 91.850	  -7.065
    C16M57	 16	 93.520	  -3.292
    C16M58	 16	 95.190	  -3.063
    C16M59	 16	 96.860	  -2.294
    C16M60	 16	 98.530	  -7.299
    C16M61	 16	100.200	 -11.660
     C17M1	 17	  0.000	 -13.432
     C17M2	 17	  1.670	  -9.561
     C17M3	 17	  3.340	  -9.745
     C17M4	 17	  5.010	  -9.551
     C17M5	 17	  6.680	 -10.067
     C17M6	 17	  8.350	 -11.034
     C17M7	 17	 10.020	 -15.434
     C17M8	 17	 11.690	 -15.940
     C17M9	 17	 13.360	 -17.558
    C17M10	 17	 15.030	  -6.793
    C17M11	 17	 16.700	 -14.649
    C17M12	 17	 18.370	 -12.550
    C17M13	 17	 20.040	 -10.850
    C17M14	 17	 21.710	  -9.609
    C17M15	 17	 23.380	  -2.795
    C17M16	 17	 25.050	  -4.434
    C17M17	 17	 26.720	  -4.445
    C17M18	 17	 28.390	  -7.531
    C17M19	 17	 30.060	  -8.304
    C17M20	 17	 31.730	  -5.549
    C17M21	 17	 33.400	 -10.570
    C17M22	 17	 35.070	 -10.415
    C17M23	 17	 36.740	  -6.100
    C17M24	 17	 38.410	  -8.894
    C17M25	 17	 40.080	 -13.104
    C17M26	 17	 41.750	 -15.355
    C17M27	 17	 43.420	  -9.224
    C17M28	 17	 45.090	 -15.920
    C17M29	 17	 46.760	 -15.443
    C17M30	 17	 48.430	 -12.481
    C17M31	 17	 50.100	 -14.061
    C17M32	 17	 51.770	  -6.343
    C17M33	 17	 53.440	  -6.195
    C17M34	 17	 55.110	  -7.849
    C17M35	 17	 56.780	  -5.399
    C17M36	 17	 58.450	  -1.606
    C17M37	 17	 60.120	  -5.988
    C17M38	 17	 61.790	  -7.362
    C17M39	 17	 63.460	  -7.300
    C17M40	 17	 65.130	  -6.938
    C17M41	 17	 66.800	  -3.837
    C17M42	 17	 68.470	  -7.944
    C17M43	 17	 70.140	  -9.829
    C17M44	 17	 71.810	  -6.252
    C17M45	 17	 73.480	  -7.798
    C17M46	 17	 75.150	  -7.854
    C17M47	 17	 76.820	 -10.369
    C17M48	 17	 78.490	  -6.991
    C17M49	 17	 80.160	  -7.883
    C17M50	 17	 81.830	  -8.043
    C17M51	 17	 83.500	 -10.101
    C17M52	 17	 85.170	  -5.588
    C17M53	 17	 86.840	  -7.624
    C17M54	 17	 88.510	  -7.979
    C17M55	 17	 90.180	  -5.602
    C17M56	 17	 91.850	  -8.065
    C17M57	 17	 93.520	  -9.098
    C17M58	 17	 95.190	 -11.239
    C17M59	 17	 96.860	 -12.471
    C17M60	 17	 98.530	  -5.903
    C17M61	 17	100.200	  -1.658
     C18M1	 18	  0.000	 -11.327
     C18M2	 18	  1.670	 -14.539
     C18M3	 18	  3.340	 -12.974
     C18M4	 18	  5.010	 -11.141
     C18M5	 18	  6.680	  -8.188
     C18M6	 18	  8.350	  -5.731
     C18M7	 18	 10.020	 -10.415
     C18M8	 18	 11.690	 -10.832
     C18M9	 18	 13.360	  -8.725
    C18M10	 18	 15.030	  -8.687
    C18M11	 18	 16.700	 -10.950
    C18M12	 18	 18.370	  -3.534
    C18M13	 18	 20.040	  -3.110
    C18M14	 18	 21.710	  -3.472
    C18M15	 18	 23.380	  -5.811
    C18M16	 18	 25.050	  -5.821
    C18M17	 18	 26.720	  -3.878
    C18M18	 18	 28.390	  -3.648
    C18M19	 18	 30.060	  -3.176
    C18M20	 18	 31.730	  -6.149
    C18M21	 18	 33.400	  -7.360
    C18M22	 18	 35.070	  -7.010
    C18M23	 18	 36.740	 -11.281
    C18M24	 18	 38.410	  -9.237
    C18M25	 18	 40.080	 -13.773
    C18M26	 18	 41.750	  -9.180
    C18M27	 18	 43.420	 -11.828
    C18M28	 18	 45.090	 -11.705
    C18M29	 18	 46.760	  -7.595
    C18M30	 18	 48.430	 -10.957
    C18M31	 18	 50.100	  -3.939
    C18M32	 18	 51.770	  -8.693
    C18M33	 18	 53.440	 -10.399
    C18M34	 18	 55.110	 -17.908
    C18M35	 18	 56.780	 -17.940
    C18M36	 18	 58.450	 -10.191
    C18M37	 18	 60.120	  -8.467
    C18M38	 18	 61.790	 -15.152
    C18M39	 18	 63.460	 -12.797
    C18M40	 18	 65.130	 -12.514
    C18M41	 18	 66.800	  -7.551
    C18M42	 18	 68.470	  -9.419
    C18M43	 18	 70.140	  -7.641
    C18M44	 18	 71.810	 -12.012
    C18M45	 18	 73.480	 -14.685
    C18M46	 18	 75.150	 -10.115
    C18M47	 18	 76.820	  -9.458
    C18M48	 18	 78.490	 -12.118
    C18M49	 18	 80.160	 -10.287
    C18M50	 18	 81.830	  -9.646
    C18M51	 18	 83.500	 -12.622
    C18M52	 18	 85.170	 -10.606
    C18M53	 18	 86.840	 -15.151
    C18M54	 18	 88.510	 -11.095
    C18M55	 18	 90.180	  -8.826
    C18M56	 18	 91.850	  -8.530
    C18M57	 18	 93.520	  -6.733
    C18M58	 18	 95.190	  -3.777
    C18M59	 18	 96.860	  -3.320
    C18M60	 18	 98.530	  -1.944
    C18M61	 18	100.200	   0.154
     C19M1	 19	  0.000	  -7.340
     C19M2	 19	  1.670	 -10.901
     C19M3	 19	  3.340	  -9.682
     C19M4	 19	  5.010	 -11.591
     C19M5	 19	  6.680	 -11.141
     C19M6	 19	  8.350	  -4.789
     C19M7	 19	 10.020	  -8.834
     C19M8	 19	 11.690	  -8.237
     C19M9	 19	 13.360	  -8.395
    C19M10	 19	 15.030	  -6.051
    C19M11	 19	 16.700	  -6.180
    C19M12	 19	 18.370	  -6.915
    C19M13	 19	 20.040	  -4.890
    C19M14	 19	 21.710	  -8.402
    C19M15	 19	 23.380	 -12.469
    C19M16	 19	 25.050	  -8.510
    C19M17	 19	 26.720	  -3.512
    C19M18	 19	 28.390	  -9.530
    C19M19	 19	 30.060	  -5.989
    C19M20	 19	 31.730	  -5.323
    C19M21	 19	 33.400	 -10.256
    C19M22	 19	 35.070	 -11.729
    C19M23	 19	 36.740	 -11.281
    C19M24	 19	 38.410	 -14.767
    C19M25	 19	 40.080	 -13.922
    C19M26	 19	 41.750	 -15.797
    C19M27	 19	 43.420	 -10.892
    C19M28	 19	 45.090	 -10.832
    C19M29	 19	 46.760	 -10.173
    C19M30	 19	 48.430	 -13.691
    C19M31	 19	 50.100	 -11.008
    C19M32	 19	 51.770	  -7.048
    C19M33	 19	 53.440	  -8.212
    C19M34	 19	 55.110	 -11.271
    C19M35	 19	 56.780	 -13.645
    C19M36	 19	 58.450	  -9.484
    C19M37	 19	 60.120	 -10.290
    C19M38	 19	 61.790	 -12.668
    C19M39	 19	 63.460	 -12.516
    C19M40	 19	 65.130	  -9.761
    C19M41	 19	 66.800	  -7.886
    C19M42	 19	 68.470	  -9.515
    C19M43	 19	 70.140	 -12.264
    C19M44	 19	 71.810	 -11.874
    C19M45	 19	 73.480	 -13.798
    C19M46	 19	 75.150	  -5.913
    C19M47	 19	 76.820	  -5.195
    C19M48	 19	 78.490	  -3.801
    C19M49	 19	 80.160	  -3.685
    C19M50	 19	 81.830	  -9.416
    C19M51	 19	 83.500	 -10.126
    C19M52	 19	 85.170	  -6.348
    C19M53	 19	 86.840	 -10.752
    C19M54	 19	 88.510	 -13.397
    C19M55	 19	 90.180	 -13.293
    C19M56	 19	 91.850	  -6.422
    C19M57	 19	 93.520	  -5.570
    C19M58	 19	 95.190	  -7.919
    C19M59	 19	 96.860	  -3.553
    C19M60	 19	 98.530	  -3.335
    C19M61	 19	100.200	  -4.875
     C20M1	 20	  0.000	  -6.788
     C20M2	 20	  1.670	  -5.952
     C20M3	 20	  3.340	  -9.345
     C20M4	 20	  5.010	 -12.102
     C20M5	 20	  6.680	 -13.761
     C20M6	 20	  8.350	 -10.555
     C20M7	 20	 10.020	 -10.933
     C20M8	 20	 11.690	 -11.953
     C20M9	 20	 13.360	  -8.867
    C20M10	 20	 15.030	  -6.104
    C20M11	 20	 16.700	  -8.467
    C20M12	 20	 18.370	  -8.917
    C20M13	 20	 20.040	  -8.869
    C20M14	 20	 21.710	 -10.812
    C20M15	 20	 23.380	  -9.053
    C20M16	 20	 25.050	 -11.918
    C20M17	 20	 26.720	 -15.078
    C20M18	 20	 28.390	 -15.190
    C20M19	 20	 30.060	 -13.350
    C20M20	 20	 31.730	 -15.610
    C20M21	 20	 33.400	  -9.203
    C20M22	 20	 35.070	 -11.943
    C20M23	 20	 36.740	 -11.366
    C20M24	 20	 38.410	  -4.229
    C20M25	 20	 40.080	 -10.404
    C20M26	 20	 41.750	 -10.560
    C20M27	 20	 43.420	  -6.878
    C20M28	 20	 45.090	  -3.244
    C20M29	 20	 46.760	  -0.586
    C20M30	 20	 48.430	  -2.794
    C20M31	 20	 50.100	  -6.011
    C20M32	 20	 51.770	  -9.238
    C20M33	 20	 53.440	  -6.362
    C20M34	 20	 55.110	 -10.237
    C20M35	 20	 56.780	  -5.246
    C20M36	 20	 58.450	  -4.607
    C20M37	 20	 60.120	  -5.387
    C20M38	 20	 61.790	 -10.080
    C20M39	 20	 63.460	  -7.972
    C20M40	 20	 65.130	  -5.987
    C20M41	 20	 66.800	 -11.621
    C20M42	 20	 68.470	  -8.807
    C20M43	 20	 70.140	 -11.784
    C20M44	 20	 71.810	 -11.939
    C20M45	 20	 73.480	 -14.728
    C20M46	 20	 75.150	 -11.926
    C20M47	 20	 76.820	  -8.239
    C20M48	 20	 78.490	  -7.719
    C20M49	 20	 80.160	  -7.808
    C20M50	 20	 81.830	  -5.918
    C20M51	 20	 83.500	  -5.658
    C20M52	 20	 85.170	 -12.358
    C20M53	 20	 86.840	  -8.417
    C20M54	 20	 88.510	  -5.223
    C20M55	 20	 90.180	  -5.445
    C20M56	 20	 91.850	 -12.594
    C20M57	 20	 93.520	  -7.233
    C20M58	 20	 95.190	 -10.250
    C20M59	 20	 96.860	  -9.852
    C20M60	 20	 98.530	  -7.135
    C20M61	 20	100.200	  -3.752
     C21M1	 21	  0.000	  -6.084
     C21M2	 21	  1.670	  -8.613
     C21M3	 21	  3.340	  -2.200
     C21M4	 21	  5.010	  -5.084
     C21M5	 21	  6.680	  -0.467
     C21M6	 21	  8.350	  -4.822
     C21M7	 21	 10.020	  -2.211
     C21M8	 21	 11.690	  -6.598
     C21M9	 21	 13.360	  -4.721
    C21M10	 21	 15.030	  -8.260
    C21M11	 21	 16.700	  -9.647
    C21M12	 21	 18.370	  -6.056
    C21M13	 21	 20.040	 -10.618
    C21M14	 21	 21.710	  -4.596
    C21M15	 21	 23.380	 -11.369
    C21M16	 21	 25.050	 -10.322
    C21M17	 21	 26.720	 -17.000
    C21M18	 21	 28.390	 -12.550
    C21M19	 21	 30.060	  -9.153
    C21M20	 21	 31.730	 -10.542
    C21M21	 21	 33.400	  -6.057
    C21M22	 21	 35.070	  -7.789
    C21M23	 21	 36.740	  -5.473
    C21M24	 21	 38.410	  -7.982
    C21M25	 21	 40.080	 -10.360
    C21M26	 21	 41.750	  -8.006
    C21M27	 21	 43.420	  -8.344
    C21M28	 21	 45.090	 -10.630
    C21M29	 21	 46.760	  -5.610
    C21M30	 21	 48.430	 -11.930
    C21M31	 21	 50.100	 -12.831
     C22M1	 22	  0.000	 -13.065
     C22M2	 22	  1.670	 -11.545
     C22M3	 22	  3.340	  -9.415
     C22M4	 22	  5.010	  -9.861
     C22M5	 22	  6.680	 -17.485
     C22M6	 22	  8.350	 -18.224
     C22M7	 22	 10.020	  -9.664
     C22M8	 22	 11.690	 -13.347
     C22M9	 22	 13.360	 -13.825
    C22M10	 22	 15.030	 -14.130
    C22M11	 22	 16.700	  -8.227
    C22M12	 22	 18.370	  -5.976
    C22M13	 22	 20.040	  -9.296
    C22M14	 22	 21.710	  -5.116
    C22M15	 22	 23.380	  -4.983
    C22M16	 22	 25.050	  -7.612
    C22M17	 22	 26.720	  -7.957
    C22M18	 22	 28.390	  -6.829
    C22M19	 22	 30.060	  -4.387
    C22M20	 22	 31.730	  -4.814
    C22M21	 22	 33.400	  -8.464
    C22M22	 22	 35.070	 -11.169
    C22M23	 22	 36.740	  -9.420
    C22M24	 22	 38.410	  -9.451
    C22M25	 22	 40.080	 -13.453
    C22M26	 22	 41.750	 -14.868
    C22M27	 22	 43.420	  -7.851
    C22M28	 22	 45.090	 -11.003
    C22M29	 22	 46.760	  -8.869
    C22M30	 22	 48.430	  -9.516
    C22M31	 22	 50.100	  -4.713
